timestamp;elastic demand
2022-01-01T00:00:00.0;0.037519070980246566
2022-01-01T01:00:00.0;0.03547238612261513
2022-01-01T02:00:00.0;0.034048711888023275
2022-01-01T03:00:00.0;0.03250619538108997
2022-01-01T04:00:00.0;0.03130597846098697
2022-01-01T05:00:00.0;0.03053253200039509
2022-01-01T06:00:00.0;0.029984561591370047
2022-01-01T07:00:00.0;0.030486370369546652
2022-01-01T08:00:00.0;0.03119522451926638
2022-01-01T09:00:00.0;0.030532940796676664
2022-01-01T10:00:00.0;0.02851011875541101
2022-01-01T11:00:00.0;0.027189946080791377
2022-01-01T12:00:00.0;0.02727242468954584
2022-01-01T13:00:00.0;0.02801559138859963
2022-01-01T14:00:00.0;0.029682158965198248
2022-01-01T15:00:00.0;0.03192947662028149
2022-01-01T16:00:00.0;0.03534663163953989
2022-01-01T17:00:00.0;0.038146076674812034
2022-01-01T18:00:00.0;0.039319215004972895
2022-01-01T19:00:00.0;0.039874267649631145
2022-01-01T20:00:00.0;0.041940828498544615
2022-01-01T21:00:00.0;0.04156688062562899
2022-01-01T22:00:00.0;0.041386381441856135
2022-01-01T23:00:00.0;0.039790160802993114
2022-01-02T00:00:00.0;0.03725743268039888
2022-01-02T01:00:00.0;0.03528750872097294
2022-01-02T02:00:00.0;0.03387603767954677
2022-01-02T03:00:00.0;0.032269172217346216
2022-01-02T04:00:00.0;0.031156123818736108
2022-01-02T05:00:00.0;0.030547282051095248
2022-01-02T06:00:00.0;0.03019422877127597
2022-01-02T07:00:00.0;0.030926554720203836
2022-01-02T08:00:00.0;0.0316601977126283
2022-01-02T09:00:00.0;0.030554755855549936
2022-01-02T10:00:00.0;0.027962014868731563
2022-01-02T11:00:00.0;0.026341133045817942
2022-01-02T12:00:00.0;0.02625618673016728
2022-01-02T13:00:00.0;0.027091000449350908
2022-01-02T14:00:00.0;0.02903875230716158
2022-01-02T15:00:00.0;0.03157293928498208
2022-01-02T16:00:00.0;0.03526796955469858
2022-01-02T17:00:00.0;0.03988188491907597
2022-01-02T18:00:00.0;0.04079491276121209
2022-01-02T19:00:00.0;0.04122900860014679
2022-01-02T20:00:00.0;0.0414404696500503
2022-01-02T21:00:00.0;0.04115320959334109
2022-01-02T22:00:00.0;0.0412326428146468
2022-01-02T23:00:00.0;0.03971263854967483
2022-01-03T00:00:00.0;0.037977232489646566
2022-01-03T01:00:00.0;0.03603813741147162
2022-01-03T02:00:00.0;0.0346000333006132
2022-01-03T03:00:00.0;0.0330279777124945
2022-01-03T04:00:00.0;0.03192600787501034
2022-01-03T05:00:00.0;0.03143149763947926
2022-01-03T06:00:00.0;0.03149599785539953
2022-01-03T07:00:00.0;0.03262154195350019
