timestamp;generation
2021-01-01T00:00:00.0;-0.19181358977300647
2021-01-01T01:00:00.0;-0.18397974687362825
2021-01-01T02:00:00.0;-0.17651066140696148
2021-01-01T03:00:00.0;-0.17041967390817764
2021-01-01T04:00:00.0;-0.1655199335971388
2021-01-01T05:00:00.0;-0.16565190853664136
2021-01-01T06:00:00.0;-0.17299633129982395
2021-01-01T07:00:00.0;-0.17904183022957737
2021-01-01T08:00:00.0;-0.17686067290246404
2021-01-01T09:00:00.0;-0.16817249609959536
2021-01-01T10:00:00.0;-0.1575855606841266
2021-01-01T11:00:00.0;-0.15042022741554598
2021-01-01T12:00:00.0;-0.14879497575385817
2021-01-01T13:00:00.0;-0.15144510475218623
2021-01-01T14:00:00.0;-0.1578221080655325
2021-01-01T15:00:00.0;-0.16875365537496498
2021-01-01T16:00:00.0;-0.18690760109262314
2021-01-01T17:00:00.0;-0.20894189086420897
2021-01-01T18:00:00.0;-0.21718391073445964
2021-01-01T19:00:00.0;-0.22318564264423088
2021-01-01T20:00:00.0;-0.2219758611170732
2021-01-01T21:00:00.0;-0.21812641641598066
2021-01-01T22:00:00.0;-0.21117502974646954
2021-01-01T23:00:00.0;-0.20270538177013012
2021-01-02T00:00:00.0;-0.18769921330534978
2021-01-02T01:00:00.0;-0.1801892190748942
2021-01-02T02:00:00.0;-0.17301349118456338
2021-01-02T03:00:00.0;-0.16707126920781565
2021-01-02T04:00:00.0;-0.1625998092260635
2021-01-02T05:00:00.0;-0.16357015671084482
2021-01-02T06:00:00.0;-0.17136408961434038
2021-01-02T07:00:00.0;-0.17523267937881004
2021-01-02T08:00:00.0;-0.16993561110824637
2021-01-02T09:00:00.0;-0.15977831394925485
2021-01-02T10:00:00.0;-0.14891363607278507
2021-01-02T11:00:00.0;-0.14238192461527283
2021-01-02T12:00:00.0;-0.14223940249143355
2021-01-02T13:00:00.0;-0.14565899570137092
2021-01-02T14:00:00.0;-0.1525966525208793
2021-01-02T15:00:00.0;-0.16376290250725734
2021-01-02T16:00:00.0;-0.1826776374610458
2021-01-02T17:00:00.0;-0.20365427744066888
2021-01-02T18:00:00.0;-0.21389660141265365
2021-01-02T19:00:00.0;-0.22141298722374592
2021-01-02T20:00:00.0;-0.21977056786177618
2021-01-02T21:00:00.0;-0.2154052449984957
2021-01-02T22:00:00.0;-0.20844273462465654
2021-01-02T23:00:00.0;-0.1995497272503728
2021-01-03T00:00:00.0;-0.1970931211271189
2021-01-03T01:00:00.0;-0.1898844202001116
2021-01-03T02:00:00.0;-0.18196810786252185
2021-01-03T03:00:00.0;-0.17490242043270524
2021-01-03T04:00:00.0;-0.1678838708735413
2021-01-03T05:00:00.0;-0.16216645287406573
2021-01-03T06:00:00.0;-0.16024840745765728
2021-01-03T07:00:00.0;-0.1613662627526641
2021-01-03T08:00:00.0;-0.16082263032123834
2021-01-03T09:00:00.0;-0.1613505834703811
2021-01-03T10:00:00.0;-0.1576462600460879
2021-01-03T11:00:00.0;-0.15473633007835358
2021-01-03T12:00:00.0;-0.15328169199425465
2021-01-03T13:00:00.0;-0.15354941793709864
2021-01-03T14:00:00.0;-0.1576968234444056
2021-01-03T15:00:00.0;-0.16526515865619332
2021-01-03T16:00:00.0;-0.1778527571630527
2021-01-03T17:00:00.0;-0.19958391981186346
2021-01-03T18:00:00.0;-0.2131537165332588
2021-01-03T19:00:00.0;-0.21709535018515244
2021-01-03T20:00:00.0;-0.21792117371771927
2021-01-03T21:00:00.0;-0.21717947999924342
2021-01-03T22:00:00.0;-0.21347293493932326
2021-01-03T23:00:00.0;-0.20725285844419702
2021-01-04T00:00:00.0;-0.20172128639854964
2021-01-04T01:00:00.0;-0.19432389709528558
2021-01-04T02:00:00.0;-0.18651038663141326
2021-01-04T03:00:00.0;-0.18026391245694717
2021-01-04T04:00:00.0;-0.17447790900616167
2021-01-04T05:00:00.0;-0.1729988846752274
2021-01-04T06:00:00.0;-0.1784962238944383
2021-01-04T07:00:00.0;-0.18890179587826017
2021-01-04T08:00:00.0;-0.19508979160575135
2021-01-04T09:00:00.0;-0.18804698971913605
2021-01-04T10:00:00.0;-0.17629509512728808
2021-01-04T11:00:00.0;-0.164408657882288
2021-01-04T12:00:00.0;-0.15791061431353084
2021-01-04T13:00:00.0;-0.1573198050687323
2021-01-04T14:00:00.0;-0.16287485402989088
2021-01-04T15:00:00.0;-0.1746651230862782
2021-01-04T16:00:00.0;-0.1927848514956023
2021-01-04T17:00:00.0;-0.21843464565632126
2021-01-04T18:00:00.0;-0.22431561786329157
2021-01-04T19:00:00.0;-0.22631617523810163
2021-01-04T20:00:00.0;-0.2279922384450843
2021-01-04T21:00:00.0;-0.22417196337547624
2021-01-04T22:00:00.0;-0.21645119757442619
2021-01-04T23:00:00.0;-0.21127277234116784
2021-01-05T00:00:00.0;-0.20175152627842385
2021-01-05T01:00:00.0;-0.19428399891820541
2021-01-05T02:00:00.0;-0.1864663598023761
2021-01-05T03:00:00.0;-0.18025326673941042
2021-01-05T04:00:00.0;-0.1745369968299635
2021-01-05T05:00:00.0;-0.17327400846041713
2021-01-05T06:00:00.0;-0.17919463556397716
2021-01-05T07:00:00.0;-0.18999841669628445
2021-01-05T08:00:00.0;-0.19630937332374043
2021-01-05T09:00:00.0;-0.1889548687302586
2021-01-05T10:00:00.0;-0.17692012458487943
2021-01-05T11:00:00.0;-0.16483398627969234
2021-01-05T12:00:00.0;-0.15824519246043536
2021-01-05T13:00:00.0;-0.15773596801626616
2021-01-05T14:00:00.0;-0.1633512841783532
2021-01-05T15:00:00.0;-0.17526515717869656
2021-01-05T16:00:00.0;-0.19357214867775782
2021-01-05T17:00:00.0;-0.21929328329967757
2021-01-05T18:00:00.0;-0.22474575830695576
2021-01-05T19:00:00.0;-0.22674598939545632
2021-01-05T20:00:00.0;-0.22832715989476612
2021-01-05T21:00:00.0;-0.22441169235206657
2021-01-05T22:00:00.0;-0.21654833202073726
2021-01-05T23:00:00.0;-0.21125781667416202
2021-01-06T00:00:00.0;-0.20047671602629713
2021-01-06T01:00:00.0;-0.19245917124942952
2021-01-06T02:00:00.0;-0.18452856269922907
2021-01-06T03:00:00.0;-0.1782272356193217
2021-01-06T04:00:00.0;-0.172520254089932
2021-01-06T05:00:00.0;-0.17116026235426843
2021-01-06T06:00:00.0;-0.1774115815017614
2021-01-06T07:00:00.0;-0.18782390793176681
2021-01-06T08:00:00.0;-0.19262249087637953
2021-01-06T09:00:00.0;-0.18606695009032564
2021-01-06T10:00:00.0;-0.1751458402273019
2021-01-06T11:00:00.0;-0.1651757951759223
2021-01-06T12:00:00.0;-0.15982904150522517
2021-01-06T13:00:00.0;-0.1602947899169391
2021-01-06T14:00:00.0;-0.1657483053766778
2021-01-06T15:00:00.0;-0.17685765305731527
2021-01-06T16:00:00.0;-0.1942731603224133
2021-01-06T17:00:00.0;-0.21902549731624255
2021-01-06T18:00:00.0;-0.22394146328789002
2021-01-06T19:00:00.0;-0.2266052099753603
2021-01-06T20:00:00.0;-0.22706369219971684
2021-01-06T21:00:00.0;-0.22373134629343258
2021-01-06T22:00:00.0;-0.21639615529986558
2021-01-06T23:00:00.0;-0.2097533303470223
2021-01-07T00:00:00.0;-0.20081085630495382
2021-01-07T01:00:00.0;-0.1929374764911139
2021-01-07T02:00:00.0;-0.18503647833839612
2021-01-07T03:00:00.0;-0.1787582782602984
2021-01-07T04:00:00.0;-0.17304886215533524
2021-01-07T05:00:00.0;-0.17171429595396667
2021-01-07T06:00:00.0;-0.17787893747118097
2021-01-07T07:00:00.0;-0.18839386802057623
2021-01-07T08:00:00.0;-0.19358885895059325
2021-01-07T09:00:00.0;-0.18682390190921414
2021-01-07T10:00:00.0;-0.17561089757106588
2021-01-07T11:00:00.0;-0.16508620370955068
2021-01-07T12:00:00.0;-0.15941389912596263
2021-01-07T13:00:00.0;-0.15962409758331747
2021-01-07T14:00:00.0;-0.1651200225951282
2021-01-07T15:00:00.0;-0.17644024425804214
2021-01-07T16:00:00.0;-0.19408941829029833
2021-01-07T17:00:00.0;-0.2190956866506757
2021-01-07T18:00:00.0;-0.22415227690610848
2021-01-07T19:00:00.0;-0.22664210964304143
2021-01-07T20:00:00.0;-0.22739485948284244
2021-01-07T21:00:00.0;-0.22390967167262973
2021-01-07T22:00:00.0;-0.2164360423119384
2021-01-07T23:00:00.0;-0.21014767097908654
2021-01-08T00:00:00.0;-0.19974176816837033
2021-01-08T01:00:00.0;-0.19140712983070463
2021-01-08T02:00:00.0;-0.1834113926516249
2021-01-08T03:00:00.0;-0.17705919729415273
2021-01-08T04:00:00.0;-0.1713575706597486
2021-01-08T05:00:00.0;-0.16994165498087813
2021-01-08T06:00:00.0;-0.17638362321431666
2021-01-08T07:00:00.0;-0.18657026994457682
2021-01-08T08:00:00.0;-0.19049694603345455
2021-01-08T09:00:00.0;-0.18440202025881167
2021-01-08T10:00:00.0;-0.17412293781042906
2021-01-08T11:00:00.0;-0.16537285329942378
2021-01-08T12:00:00.0;-0.1607421550143186
2021-01-08T13:00:00.0;-0.16176999038036377
2021-01-08T14:00:00.0;-0.16713022522880863
2021-01-08T15:00:00.0;-0.17777575160005568
2021-01-08T16:00:00.0;-0.1946773043946482
2021-01-08T17:00:00.0;-0.21887111454862673
2021-01-08T18:00:00.0;-0.22347777475038616
2021-01-08T19:00:00.0;-0.22652404845891724
2021-01-08T20:00:00.0;-0.22633528350164814
2021-01-08T21:00:00.0;-0.2233391162516614
2021-01-08T22:00:00.0;-0.21630842306297435
2021-01-08T23:00:00.0;-0.20888597067403025
2021-01-09T00:00:00.0;-0.18775081615432873
2021-01-09T01:00:00.0;-0.1802349176107874
2021-01-09T02:00:00.0;-0.1730549328245704
2021-01-09T03:00:00.0;-0.1671104644450636
2021-01-09T04:00:00.0;-0.16263328329167304
2021-01-09T05:00:00.0;-0.16359210505856325
2021-01-09T06:00:00.0;-0.1713809424778228
2021-01-09T07:00:00.0;-0.1752776371301659
2021-01-09T08:00:00.0;-0.17001809932603457
2021-01-09T09:00:00.0;-0.15988278123924116
2021-01-09T10:00:00.0;-0.1490249857540999
2021-01-09T11:00:00.0;-0.14249076638564093
2021-01-09T12:00:00.0;-0.14233186505727116
2021-01-09T13:00:00.0;-0.145743894379482
2021-01-09T14:00:00.0;-0.15267356886642622
2021-01-09T15:00:00.0;-0.16383438980869033
2021-01-09T16:00:00.0;-0.1827363893105794
2021-01-09T17:00:00.0;-0.2037244781003996
2021-01-09T18:00:00.0;-0.21393843813533756
2021-01-09T19:00:00.0;-0.22143637726380636
2021-01-09T20:00:00.0;-0.21979658310479186
2021-01-09T21:00:00.0;-0.21543983536449474
2021-01-09T22:00:00.0;-0.20847897066095245
2021-01-09T23:00:00.0;-0.1995878134185467
2021-01-10T00:00:00.0;-0.19611521742304222
2021-01-10T01:00:00.0;-0.1880963554406238
2021-01-10T02:00:00.0;-0.18036320908781636
2021-01-10T03:00:00.0;-0.17413459240186566
2021-01-10T04:00:00.0;-0.1687917889885122
2021-01-10T05:00:00.0;-0.16805756973909639
2021-01-10T06:00:00.0;-0.17477094805260743
2021-01-10T07:00:00.0;-0.1829250848732993
2021-01-10T08:00:00.0;-0.18408604368827244
2021-01-10T09:00:00.0;-0.17676683933191714
2021-01-10T10:00:00.0;-0.16630380467558328
2021-01-10T11:00:00.0;-0.15813527462587712
2021-01-10T12:00:00.0;-0.15482100137977114
2021-01-10T13:00:00.0;-0.15648973149809048
2021-01-10T14:00:00.0;-0.16233148105608036
2021-01-10T15:00:00.0;-0.17316302923751753
2021-01-10T16:00:00.0;-0.190699306665262
2021-01-10T17:00:00.0;-0.21395361458148146
2021-01-10T18:00:00.0;-0.22046091237057255
2021-01-10T19:00:00.0;-0.22483588411314537
2021-01-10T20:00:00.0;-0.2243104715145725
2021-01-10T21:00:00.0;-0.22087521241308516
2021-01-10T22:00:00.0;-0.21386636569310755
2021-01-10T23:00:00.0;-0.20612426356030722
2021-01-11T00:00:00.0;-0.20082031032773626
